,Hour,SegmentId,Count
256,0,0031770,0
257,0,0031776,1
258,0,0031777,0
259,0,0031781,0
260,0,0031782,0
261,0,0031783,0
262,0,0031788,0
263,0,0031789,1
264,0,0031796,0
265,0,0031798,0
266,0,0031801,0
267,0,0031803,0
268,0,0031805,0
269,0,0031806,1
270,0,0031822,0
271,0,0031826,0
272,0,0031827,1
273,0,0031839,0
274,0,0031858,0
275,0,0031874,1
276,0,0031876,2
277,0,0031877,0
278,0,0031879,3
279,0,0031884,0
280,0,0031886,0
281,0,0031887,0
282,0,0031889,0
283,0,0031907,0
284,0,0031908,0
285,0,0031909,0
286,0,0031915,0
287,0,0031916,0
288,0,0031918,0
289,0,0031919,5
290,0,0031920,2
291,0,0031921,0
292,0,0031922,0
293,0,0031928,0
294,0,0031929,0
295,0,0031930,2
296,0,0031931,0
297,0,0031932,3
298,0,0031933,0
299,0,0031935,0
300,0,0031936,1
301,0,0031938,0
302,0,0031940,0
303,0,0031942,0
304,0,0031949,2
305,0,0031952,0
306,0,0031954,0
307,0,0031959,0
308,0,0031964,0
309,0,0031965,0
310,0,0031966,0
311,0,0031968,0
312,0,0031970,0
313,0,0031972,0
314,0,0031973,0
315,0,0031974,0
316,0,0031975,1
317,0,0031976,1
318,0,0031978,0
319,0,0031980,0
320,0,0031981,1
321,0,0031982,2
322,0,0031983,0
323,0,0031984,1
324,0,0031985,0
325,0,0031987,0
326,0,0031990,1
327,0,0031991,1
328,0,0031992,4
329,0,0031993,0
330,0,0031997,0
331,0,0032003,0
332,0,0032004,0
333,0,0032005,0
334,0,0032007,1
335,0,0032008,0
336,0,0032009,0
337,0,0032018,0
338,0,0032019,0
339,0,0032020,0
340,0,0032022,1
341,0,0032024,1
342,0,0032026,0
343,0,0032027,0
344,0,0032029,1
345,0,0032031,0
346,0,0032033,0
347,0,0032049,0
348,0,0032055,2
349,0,0032063,5
350,0,0032066,0
351,0,0032071,0
352,0,0032076,0
353,0,0032078,0
354,0,0032079,4
355,0,0032080,0
356,0,0032081,0
357,0,0032082,0
358,0,0032083,0
359,0,0032084,0
360,0,0032085,0
361,0,0032086,0
362,0,0032089,0
363,0,0032092,0
364,0,0032093,1
365,0,0032096,0
366,0,0032097,0
367,0,0032099,0
368,0,0032102,5
369,0,0032103,0
370,0,0032104,5
371,0,0032105,1
372,0,0032109,0
373,0,0032111,0
374,0,0032112,0
375,0,0032113,0
376,0,0032114,0
377,0,0032118,0
378,0,0032120,0
379,0,0032126,0
380,0,0032127,0
381,0,0032128,2
382,0,0032131,0
383,0,0032132,1
384,0,0032133,3
385,0,0032134,5
386,0,0032136,0
387,0,0032137,0
388,0,0032138,0
389,0,0032140,0
390,0,0032141,0
391,0,0032142,0
392,0,0032144,0
393,0,0032145,0
394,0,0032147,2
395,0,0032148,0
396,0,0032150,1
397,0,0032151,0
398,0,0032157,1
399,0,0164219,2
400,0,0032164,4
401,0,0032165,5
402,0,0032169,0
403,0,0032170,3
404,0,0032173,2
405,0,0032177,0
406,0,0032182,1
407,0,0032184,0
408,0,0032185,0
409,0,0032186,0
410,0,0032187,0
411,0,0032188,0
412,0,0032190,0
413,0,0032192,1
414,0,0032193,0
415,0,0032194,0
416,0,0032195,0
417,0,0032196,5
418,0,0032197,0
419,0,0032198,1
420,0,0032199,2
421,0,0032200,0
422,0,0032201,0
423,0,0032204,1
424,0,0032205,0
425,0,0032207,1
426,0,0032208,0
427,0,0032209,5
428,0,0032210,0
429,0,0032211,5
430,0,0032215,0
431,0,0032218,1
432,0,0032219,0
433,0,0032220,0
434,0,0032221,1
435,0,0032222,0
436,0,0032223,0
437,0,0032226,1
438,0,0032227,5
439,0,0032229,2
440,0,0032233,0
441,0,0032238,0
442,0,0032239,0
443,0,0032240,0
444,0,0032241,0
445,0,0032243,0
446,0,0032244,0
447,0,0032245,1
448,0,0032248,0
449,0,0032250,0
450,0,0032252,0
451,0,0032253,0
452,0,0032254,0
453,0,0032255,1
454,0,0032261,0
455,0,0032262,0
456,0,0032263,0
457,0,0032264,0
458,0,0032265,2
459,0,0032266,0
460,0,0032267,0
461,0,0032270,0
462,0,0032273,0
463,0,0032274,1
464,0,0032277,1
465,0,0032278,0
466,0,0032274,0
467,0,0032280,0
468,0,0032281,0
469,0,0032282,1
470,0,0032283,1
471,0,0032285,2
472,0,0032286,0
473,0,0032291,0
474,0,0032292,0
475,0,0032293,0
476,0,0032298,0
477,0,0032299,1
478,0,0032301,0
479,0,0032302,0
480,0,0032303,0
481,0,0032304,0
482,0,0032306,0
483,0,0032307,1
484,0,0032308,2
485,0,0032309,0
486,0,0032311,0
487,0,0032312,0
488,0,0032314,0
489,0,0032318,1
490,0,0032320,3
491,0,0032321,0
492,0,0032322,0
493,0,0032323,0
494,0,0032324,5
495,0,0032326,0
496,0,0032328,1
497,0,0032330,0
498,0,0032332,0
499,0,0032335,0
500,0,0032337,0
501,0,0032342,0
502,0,0032343,2
503,0,0032344,1
504,0,0032346,1
505,0,0032348,5
506,0,0032349,3
507,0,0032355,0
508,0,0032356,0
509,0,0032357,0
510,0,0032359,0
511,0,0032363,0
512,0,0032364,0
513,0,0032365,0
514,0,0032366,0
515,0,0032367,1
516,0,0032369,0
517,0,0032370,0
518,0,0032372,0
519,0,0032374,0
520,0,0032376,0
521,0,0164229,0
522,0,0032380,0
523,0,0032386,4
524,0,0032387,0
525,0,0164217,1
526,0,0032390,5
527,0,0032391,5
528,0,0032394,2
529,0,0032396,0
530,0,0032398,0
531,0,0032400,0
532,0,0032402,2
533,0,0032403,3
534,0,0032404,5
535,0,0032405,1
536,0,0032406,1
537,0,0032407,0
538,0,0032408,3
539,0,0032410,1
540,0,0032411,1
541,0,0032413,1
542,0,0032414,0
543,0,0032415,0
544,0,0032416,0
545,0,0032419,0
546,0,0032420,0
547,0,0032421,0
548,0,0032422,0
549,0,0032424,1
550,0,0032425,0
551,0,0032427,0
552,0,0032428,0
553,0,0032429,0
554,0,0032431,0
555,0,0032432,0
556,0,0032435,5
557,0,0032438,0
558,0,0032439,0
559,0,0032441,0
560,0,0032444,0
561,0,0032445,1
562,0,0032447,1
563,0,0032448,0
564,0,0032449,0
565,0,0032450,0
566,0,0032451,0
567,0,0032452,0
568,0,0032453,1
569,0,0032455,2
570,0,0032456,5
571,0,0032458,0
572,0,0032459,0
573,0,0032460,0
574,0,0032461,0
575,0,0032462,2
576,0,0032463,0
577,0,0032464,0
578,0,0032465,0
579,0,0032466,0
580,0,0032467,3
581,0,0032468,0
582,0,0032469,0
583,0,0032471,0
584,0,0032472,0
585,0,0032473,0
586,0,0032474,0
587,0,0032475,0
588,0,0032476,0
589,0,0032477,0
590,0,0032481,0
591,0,0032485,0
592,0,0032488,0
593,0,0032489,0
594,0,0032490,0
595,0,0032491,0
596,0,0032492,0
597,0,0032494,3
598,0,0032495,1
599,0,0032496,3
600,0,0032497,0
601,0,0032498,0
602,0,0032499,1
603,0,0032500,0
604,0,0032504,1
605,0,0275212,0
606,0,0032514,0
607,0,0032516,0
608,0,0032518,0
609,0,0032519,5
610,0,0032520,0
611,0,0032523,0
612,0,0032524,0
613,0,0032525,0
614,0,0032526,0
615,0,0032528,1
616,0,0032529,1
617,0,0032530,0
618,0,0032532,0
619,0,0032533,0
620,0,0032543,0
621,0,0032544,2
622,0,0164270,1
623,0,0032550,0
624,0,0032559,0
625,0,0032561,0
626,0,0032563,0
627,0,0032566,0
628,0,0032567,0
629,0,0032568,0
630,0,0032571,0
631,0,0032572,0
632,0,0032576,1
633,0,0032577,0
634,0,0032578,0
635,0,0032586,0
636,0,0032588,1
637,0,0032591,0
638,0,0032593,0
639,0,0032594,2
640,0,0032595,0
641,0,0032600,0
642,0,0032601,0
643,0,0032602,0
644,0,0032603,0
645,0,0032605,0
646,0,0032606,0
647,0,0032607,0
648,0,0032608,1
649,0,0032609,0
650,0,0032610,1
651,0,0032612,1
652,0,0032613,0
653,0,0032614,0
654,0,0032615,0
655,0,0032616,0
656,0,0032617,0
657,0,0032618,0
658,0,0032619,0
659,0,0032621,0
660,0,0032623,0
661,0,0032624,0
662,0,0032626,0
663,0,0032627,5
664,0,0032628,5
665,0,0032629,0
666,0,0032630,1
667,0,0032631,0
668,0,0032633,0
669,0,0032634,0
670,0,0032637,0
671,0,0032638,0
672,0,0032639,0
673,0,0032640,0
674,0,0032643,2
675,0,0032644,0
676,0,0032645,0
677,0,0032648,0
678,0,0032649,0
679,0,0032650,0
680,0,0032651,0
681,0,0032652,0
682,0,0032653,0
683,0,0032656,0
684,0,0032657,3
685,0,0032660,2
686,0,0032661,2
687,0,0032664,0
688,0,0032666,1
689,0,0032668,2
690,0,0032670,2
691,0,0032671,0
692,0,0032676,0
693,0,0164287,0
694,0,0032683,0
695,0,0032687,0
696,0,0032691,1
697,0,0164349,1
698,0,0275214,0
699,0,0032706,0
700,0,0032718,0
701,0,0275229,0
702,0,0275233,0
703,0,0032732,0
704,0,0032735,1
705,0,0032741,1
706,0,0032742,1
707,0,0032745,5
708,0,0032752,0
709,0,0032759,0
710,0,0032760,1
711,0,0032762,0
712,0,0032763,1
713,0,0032764,1
714,0,0032765,1
715,0,0032771,0
716,0,0032772,0
717,0,0032775,1
718,0,0032776,1
719,0,0032778,0
720,0,0032779,5
721,0,0032781,0
722,0,0032783,1
723,0,0032784,1
724,0,0032785,0
725,0,0032786,1
726,0,0032788,0
727,0,0032790,0
728,0,0032792,1
729,0,0032793,1
730,0,0032794,1
731,0,0032796,0
732,0,0032797,0
733,0,0032798,0
734,0,0032799,0
735,0,0032800,0
736,0,0032802,1
737,0,0032805,0
738,0,0032806,0
739,0,0032807,0
740,0,0032808,1
741,0,0032809,1
742,0,0032811,2
743,0,0032812,2
744,0,0032814,0
745,0,0032816,0
746,0,0032817,1
747,0,0032818,0
748,0,0032819,0
749,0,0032820,2
750,0,0032823,5
751,0,0032827,1
752,0,0032828,0
753,0,0032829,1
754,0,0032830,1
755,0,0032832,1
756,0,0032834,0
757,0,0032838,1
758,0,0032841,0
759,0,0032844,0
760,0,0032845,0
761,0,0032848,0
762,0,0164353,0
763,0,0032858,0
764,0,0032862,0
765,0,0032863,2
766,0,0032864,0
767,0,0032865,5
768,0,0164340,1
769,0,0032868,0
770,0,0032869,5
771,0,0032870,2
772,0,0032872,0
773,0,0032873,0
774,0,0032880,0
775,0,0032883,5
776,0,0032887,0
777,0,0032893,4
778,0,0032894,0
779,0,0032896,2
780,0,0032897,0
781,0,0032898,0
782,0,0032899,1
783,0,0032901,1
784,0,0032902,2
785,0,0032903,1
786,0,0032904,0
787,0,0032905,0
788,0,0032906,1
789,0,0032908,1
790,0,0032909,1
791,0,0032911,0
792,0,0032912,1
793,0,0032913,2
794,0,0032914,0
795,0,0032915,3
796,0,0032916,0
797,0,0032918,0
798,0,0032921,1
799,0,0032924,0
800,0,0032928,0
801,0,0032930,0
802,0,0032931,0
803,0,0032932,1
804,0,0032933,0
805,0,0032935,0
806,0,0032937,1
807,0,0032939,1
808,0,0032940,0
809,0,0032941,5
810,0,0032942,0
811,0,0032943,1
812,0,0032946,1
813,0,0032947,0
814,0,0032948,0
815,0,0032949,0
816,0,0032950,2
817,0,0032951,0
818,0,0032952,0
819,0,0032953,0
820,0,0032954,0
821,0,0032957,0
822,0,0032967,0
823,0,0032968,0
824,0,0032969,0
825,0,0032971,1
826,0,0032973,0
827,0,0032974,1
828,0,0032976,0
829,0,0032982,0
830,0,0164393,0
831,0,0164397,0
832,0,0032990,0
833,0,0164401,0
834,0,0032998,0
835,0,0032999,0
836,0,0033001,0
837,0,0033004,4
838,0,0033007,0
839,0,0033009,0
840,0,0033015,0
841,0,0033016,0
842,0,0033021,1
843,0,0033023,0
844,0,0033026,0
845,0,0033027,0
846,0,0033028,0
847,0,0033043,0
848,0,0033052,0
849,0,0033060,0
850,0,0033062,2
851,0,0033065,3
852,0,0033066,0
853,0,0033068,3
854,0,0033069,0
855,0,0033071,0
856,0,0033072,0
857,0,0033075,0
858,0,0033076,1
859,0,0164358,2
860,0,0033079,1
861,0,0033081,1
862,0,0164437,1
863,0,0033083,1
864,0,0033084,1
865,0,0164444,1
866,0,0164446,0
867,0,0033089,5
868,0,0033090,1
869,0,0033092,5
870,0,0033094,2
871,0,0033095,2
872,0,0033096,1
873,0,0033098,1
874,0,0033099,0
875,0,0033100,2
876,0,0033101,5
877,0,0033102,3
878,0,0033103,5
879,0,0033104,5
880,0,0033105,0
881,0,0033106,0
882,0,0033107,2
883,0,0033108,5
884,0,0033110,1
885,0,0033111,3
886,0,0033112,5
887,0,0033113,5
888,0,0033116,1
889,0,0033117,2
890,0,0033118,5
891,0,0033119,1
892,0,0033120,0
893,0,0033121,0
894,0,0033123,0
895,0,0033124,1
896,0,0033125,0
897,0,0033126,0
898,0,0033127,0
899,0,0033128,5
900,0,0033130,0
901,0,0033131,1
902,0,0033132,0
903,0,0033137,0
904,0,0033138,0
905,0,0033142,1
906,0,0033143,0
907,0,0033144,0
908,0,0033145,0
909,0,0033147,0
910,0,0033149,1
911,0,0033152,1
912,0,0033153,1
913,0,0033155,0
914,0,0164456,0
915,0,0033164,1
916,0,0033166,0
917,0,0033167,0
918,0,0033168,0
919,0,0033169,0
920,0,0033170,1
921,0,0033171,0
922,0,0033172,1
923,0,0033173,0
924,0,0164408,0
925,0,0164767,0
926,0,0033182,0
927,0,0033184,0
928,0,0033185,0
929,0,0033186,0
930,0,0033187,5
931,0,0033225,0
932,0,0033227,0
933,0,0033228,0
934,0,0033235,0
935,0,0033237,3
936,0,0033238,1
937,0,0033247,0
938,0,0033245,3
939,0,0033246,5
940,0,0033247,5
941,0,0033248,1
942,0,0033249,2
943,0,0033250,3
944,0,0033251,5
945,0,0033252,0
946,0,0033253,0
947,0,0033255,0
948,0,0164453,0
949,0,0033275,0
950,0,0033276,1
951,0,0033278,0
952,0,0033280,0
953,0,0216978,0
954,0,0033286,1
955,0,0033288,0
956,0,0033289,5
957,0,0033290,0
958,0,0033291,0
959,0,0033292,0
960,0,0033294,0
961,0,0033295,1
962,0,0033297,1
963,0,0033298,0
964,0,0033300,0
965,0,0033301,2
966,0,0033303,2
967,0,0033305,4
968,0,0033307,0
969,0,0033309,0
970,0,0033310,5
971,0,0033378,0
972,0,0033391,0
973,0,0033393,1
974,0,0033411,0
975,0,0033413,0
976,0,0033451,3
977,0,0033453,0
978,0,0033454,0
979,0,0033456,0
980,0,0033457,0
981,0,0033463,0
982,0,0033464,0
983,0,0033471,0
984,0,0033477,3
985,0,0301527,0
986,0,0033534,0
987,0,0033536,0
988,0,0033537,4
989,0,0033538,0
990,0,0033539,0
991,0,0033540,1
992,0,0033541,0
993,0,0033543,0
994,0,0033544,1
995,0,0033545,4
996,0,0033547,0
997,0,0033551,0
998,0,0033553,1
999,0,0033557,0
1000,0,0033558,0
1001,0,0033565,0
1002,0,0033575,0
1003,0,0033577,0
1004,0,0033583,0
1005,0,0033586,0
1006,0,0033609,0
1007,0,0033611,5
1008,0,0033615,1
1009,0,0033637,0
1010,0,0033638,1
1011,0,0033639,0
1012,0,0033642,3
1013,0,0033643,0
1014,0,0033645,0
1015,0,0033646,1
1016,0,0033648,0
1017,0,0033649,1
1018,0,0033652,0
1019,0,0033653,0
1020,0,0033654,3
1021,0,0033655,1
1022,0,0033656,2
1023,0,0033661,5
1024,0,0033662,0
1025,0,0033663,1
1026,0,0033670,0
1027,0,0033677,0
1028,0,0033693,1
1029,0,0033696,0
1030,0,0033697,1
1031,0,0033699,2
1032,0,0033713,0
1033,0,0033716,4
1034,0,0033722,1
1035,0,0033723,4
1036,0,0033747,1
1037,0,0033750,0
1038,0,0033756,2
1039,0,0033760,1
1040,0,0033764,0
1041,0,0033777,0
1042,0,0033791,0
1043,0,0033793,5
1044,0,0033795,1
1045,0,0033796,1
1046,0,0033797,0
1047,0,0033798,0
1048,0,0033799,1
1049,0,0033801,0
1050,0,0033802,0
1051,0,0033803,1
1052,0,0033805,0
1053,0,0033811,0
1054,0,0033814,1
1055,0,0033815,0
1056,0,0033816,0
1057,0,0033817,0
1058,0,0033818,0
1059,0,0033819,0
1060,0,0033820,0
1061,0,0033821,0
1062,0,0033822,1
1063,0,0033824,1
1064,0,0033826,3
1065,0,0033827,0
1066,0,0033828,0
1067,0,0033829,0
1068,0,0033831,0
1069,0,0033836,0
1070,0,0033839,1
1071,0,0033840,0
1072,0,0033842,3
1073,0,0033845,2
1074,0,0033846,1
1075,0,0033848,3
1076,0,0033850,1
1077,0,0033851,0
1078,0,0033852,1
1079,0,0033854,0
1080,0,0033856,1
1081,0,0033858,1
1082,0,0033860,4
1083,0,0033861,1
1084,0,0033863,0
1085,0,0033867,0
1086,0,0033869,0
1087,0,0033871,0
1088,0,0033873,1
1089,0,0033876,0
1090,0,0033877,0
1091,0,0033878,5
1092,0,0033879,0
1093,0,0033880,0
1094,0,0033881,1
1095,0,0033882,0
1096,0,0033884,0
1097,0,0033886,0
1098,0,0033887,2
1099,0,0033888,0
1100,0,0033889,1
1101,0,0033890,5
1102,0,0033891,1
1103,0,0033892,1
1104,0,0033893,0
1105,0,0033894,1
1106,0,0033896,4
1107,0,0033898,3
1108,0,0033899,0
1109,0,0033900,1
1110,0,0033902,0
1111,0,0033903,0
1112,0,0033905,0
1113,0,0033908,0
1114,0,0033909,1
1115,0,0033910,0
1116,0,0033913,0
1117,0,0033915,0
1118,0,0033919,0
1119,0,0033918,0
1120,0,0033919,0
1121,0,0033920,0
1122,0,0033921,0
1123,0,0033924,0
1124,0,0033925,1
1125,0,0033926,1
1126,0,0033927,1
1127,0,0033928,0
1128,0,0033929,0
1129,0,0033930,0
1130,0,0033931,0
1131,0,0033932,0
1132,0,0033933,0
1133,0,0033934,0
1134,0,0033937,1
1135,0,0033939,0
1136,0,0033940,0
1137,0,0033944,0
1138,0,0033945,0
1139,0,0033947,0
1140,0,0033951,3
1141,0,0033952,1
1142,0,0033953,5
1143,0,0033954,3
1144,0,0033955,0
1145,0,0033956,2
1146,0,0033957,0
1147,0,0033958,1
1148,0,0033959,2
1149,0,0033963,0
1150,0,0033964,0
1151,0,0033965,1
1152,0,0033966,1
1153,0,0033967,4
1154,0,0033968,1
1155,0,0033969,0
1156,0,0033970,2
1157,0,0033973,0
1158,0,0033974,4
1159,0,0033975,2
1160,0,0033976,0
1161,0,0033977,0
1162,0,0033978,0
1163,0,0033979,0
1164,0,0033980,0
1165,0,0033982,1
1166,0,0033983,0
1167,0,0033984,1
1168,0,0033985,0
1169,0,0033986,0
1170,0,0033987,0
1171,0,0033988,3
1172,0,0033990,0
1173,0,0033992,1
1174,0,0033994,2
1175,0,0033995,0
1176,0,0033997,1
1177,0,0033998,0
1178,0,0034000,5
1179,0,0034001,0
1180,0,0034003,1
1181,0,0034006,0
1182,0,0164772,2
1183,0,0164774,1
1184,0,0164779,0
1185,0,0034013,0
1186,0,0034014,0
1187,0,0034015,1
1188,0,0034016,0
1189,0,0034017,0
1190,0,0034018,0
1191,0,0034019,1
1192,0,0034020,0
1193,0,0034021,0
1194,0,0034023,0
1195,0,0034024,0
1196,0,0034025,0
1197,0,0034028,0
1198,0,0034029,0
1199,0,0034030,0
1200,0,0034032,0
1201,0,0034037,0
1202,0,0034038,0
1203,0,0034041,0
1204,0,0034042,0
1205,0,0034043,0
1206,0,0034045,0
1207,0,0034046,0
1208,0,0034047,0
1209,0,0034049,2
1210,0,0034050,1
1211,0,0034052,0
1212,0,0034053,0
1213,0,0034063,0
1214,0,0034055,5
1215,0,0034056,0
1216,0,0034056,0
1217,0,0034059,0
1218,0,0034060,0
1219,0,0034062,0
1220,0,0034063,0
1221,0,0034064,0
1222,0,0034065,0
1223,0,0034068,0
1224,0,0034068,0
1225,0,0034073,0
1226,0,0034073,0
1227,0,0034074,0
1228,0,0309089,0
1229,0,0034076,0
1230,0,0034077,0
1231,0,0034078,1
1232,0,0034079,0
1233,0,0034080,0
1234,0,0034081,1
1235,0,0034082,3
1236,0,0034083,0
1237,0,0034084,0
1238,0,0034085,0
1239,0,0034086,0
1240,0,0034087,2
1241,0,0034088,0
1242,0,0034089,1
1243,0,0034091,0
1244,0,0034092,1
1245,0,0034093,0
1246,0,0034097,1
1247,0,0034099,0
1248,0,0034101,2
1249,0,0034102,0
1250,0,0034103,1
1251,0,0034104,2
1252,0,0034105,2
1253,0,0034106,2
1254,0,0034107,0
1255,0,0034108,1
1256,0,0034110,2
1257,0,0034111,1
1258,0,0034112,0
1259,0,0034114,5
1260,0,0034116,5
1261,0,0034117,2
1262,0,0034118,0
1263,0,0034119,0
1264,0,0034120,0
1265,0,0034121,0
1266,0,0034122,0
1267,0,0034123,0
1268,0,0034129,0
1269,0,0034130,0
1270,0,0034131,1
1271,0,0034132,0
1272,0,0034133,0
1273,0,0034134,0
1274,0,0034135,0
1275,0,0034136,0
1276,0,0034137,0
1277,0,0034138,0
1278,0,0034139,1
1279,0,0034141,0
1280,0,0034142,0
1281,0,0034144,0
1282,0,0164781,2
1283,0,0164797,0
1284,0,0164794,0
1285,0,0034153,2
1286,0,0034155,2
1287,0,0034157,0
1288,0,0034160,0
1289,0,0186656,0
1290,0,0165342,0
1291,0,0034170,0
1292,0,0034171,2
1293,0,0034174,0
1294,0,0034178,0
1295,0,0034187,0
1296,0,0034188,0
1297,0,0034192,0
1298,0,0034193,0
1299,0,0034195,2
1300,0,0034197,0
1301,0,0034198,2
1302,0,0034200,3
1303,0,0034202,0
1304,0,0034206,0
1305,0,0034206,0
1306,0,0034209,3
1307,0,0034217,0
1308,0,0034219,1
1309,0,0034220,1
1310,0,0034221,2
1311,0,0034222,0
1312,0,0034224,1
1313,0,0034225,5
1314,0,0034226,0
1315,0,0034227,1
1316,0,0034228,0
1317,0,0034229,3
1318,0,0034230,0
1319,0,0034231,0
1320,0,0034232,1
1321,0,0034237,0
1322,0,0034242,0
1323,0,0034245,0
1324,0,0034247,0
1325,0,0164811,0
1326,0,0034257,0
1327,0,0034264,0
1328,0,0034307,5
1329,0,0034309,2
1330,0,0034332,2
1331,0,0034333,1
1332,0,0034338,0
1333,0,0034343,0
1334,0,0034344,1
1335,0,0034346,1
1336,0,0034347,0
1337,0,0034355,1
1338,0,0034383,0
1339,0,0034384,0
1340,0,0034385,1
1341,0,0034388,0
1342,0,0034390,0
1343,0,0034391,1
1344,0,0034392,0
1345,0,0034393,0
1346,0,0034394,0
1347,0,0034395,0
1348,0,0034397,0
1349,0,0034401,0
1350,0,0034405,0
1351,0,0034406,0
1352,0,0034408,0
1353,0,0034414,0
1354,0,0034416,0
1355,0,0034442,0
1356,0,0164869,0
1357,0,0164883,1
1358,0,0034480,0
1359,0,0034484,0
1360,0,0034486,0
